,Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Callsign,Mission Type,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target ID,TargetCountry,Target City,Target Type,Target Industry,Target Priority,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,Attacking Aircraft,Bombing Aircraft,Aircraft Returned,Aircraft Failed,Aircraft Damaged,Aircraft Lost,High Explosives,High Explosives Type,High Explosives Weight (Pounds),High Explosives Weight (Tons),Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight (Pounds),Incendiary Devices Weight (Tons),Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight (Pounds),Fragmentation Devices Weight (Tons),Total Weight (Pounds),Total Weight (Tons),Time Over Target,Bomb Damage Assessment,Source ID,id,start_week
500,36678,1944-01-22,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,14717,ITALY,FRASCATI,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.07,12.67,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,500,1944-01-17
501,36679,1944-01-22,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8364,ITALY,CEPRANO,NA,NA,NA,41.55,13.53,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,501,1944-01-17
502,36682,1944-01-22,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,36829,ITALY,ROME,NA,NA,NA,41.9,12.47,NA,6,NA,NA,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,502,1944-01-17
503,36683,1944-01-22,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,45136,ITALY,VETRALLO,NA,NA,NA,42.32,12.07,NA,6,NA,NA,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,503,1944-01-17
504,36859,1944-01-23,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9063,ITALY,CIVITA CASTELLANA,NA,NA,NA,42.27,12.4,NA,36,NA,36,3,1,NA,NA,72,500 LB GP (GP-M43/M64),NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,504,1944-01-17
505,36861,1944-01-23,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,45136,ITALY,VETRALLO,NA,NA,NA,42.32,12.07,NA,18,NA,36,NA,NA,NA,NA,36,500 LB GP (GP-M43/M64),NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,505,1944-01-17
506,36874,1944-01-23,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8304,ITALY,CECCANO,NA,NA,NA,41.55,13.33,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,506,1944-01-17
507,36875,1944-01-23,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,35052,ITALY,PRIVERNO,NA,NA,NA,42,13,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,507,1944-01-17
508,36876,1944-01-23,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,44651,ITALY,VALLECORSA,NA,NA,NA,41.42,13.45,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,508,1944-01-17
509,36877,1944-01-23,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,40560,ITALY,SORA,NA,NA,NA,41.7,13.62,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,509,1944-01-17
510,36878,1944-01-23,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,44833,ITALY,VELLETRI,NA,NA,NA,41.68,12.78,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,510,1944-01-17
511,37164,1944-01-24,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,14717,ITALY,FRASCATI,NA,LIGHT METAL PLANTS,NA,41.07,12.67,NA,20,NA,20,3,9,NA,NA,40,500 LB GP (GP-M43/M64),NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,511,1944-01-24
512,37175,1944-01-24,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,44833,ITALY,VELLETRI,NA,NA,NA,41.68,12.78,NA,12,NA,12,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,512,1944-01-24
513,37181,1944-01-24,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,36829,ITALY,ROME,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.9,12.47,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,513,1944-01-24
514,37186,1944-01-24,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,44833,ITALY,VELLETRI,NA,NA,NA,41.68,12.78,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,514,1944-01-24
515,37436,1944-01-25,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9063,ITALY,CIVITA CASTELLANA,NA,NA,NA,42.27,12.4,NA,48,NA,48,NA,3,NA,NA,96,500 LB GP (GP-M43/M64),NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,515,1944-01-24
516,37439,1944-01-25,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,36829,ITALY,ROME,NA,NA,NA,41.9,12.47,NA,24,NA,24,2,2,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,516,1944-01-24
517,37448,1944-01-25,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,20724,ITALY,ITRI,NA,NA,NA,41.28,13.53,NA,20,NA,NA,NA,NA,NA,NA,40,500 LB GP (GP-M43/M64),NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,517,1944-01-24
518,37457,1944-01-25,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,44833,ITALY,VELLETRI,NA,NA,NA,41.68,12.78,NA,16,NA,NA,NA,NA,NA,NA,32,500 LB GP (GP-M43/M64),NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,518,1944-01-24
519,37465,1944-01-25,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,NA,NA,NA,NA,NA,NA,NA,11,500 LB GP (GP-M43/M64),NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,NA,NA,NA,519,1944-01-24
520,37720,1944-01-26,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8304,ITALY,CECCANO,NA,NA,NA,41.55,13.33,NA,22,NA,22,2,5,NA,NA,44,500 LB GP (GP-M43/M64),NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,520,1944-01-24
521,37723,1944-01-26,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,28147,ITALY,MIRTETO,NA,NA,NA,44.07,10.1,NA,NA,NA,29,NA,5,NA,NA,29,500 LB GP (GP-M43/M64),NA,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25,NA,NA,NA,521,1944-01-24
522,37728,1944-01-26,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,15112,ITALY,FROSINONE,NA,NA,NA,41.63,13.37,NA,11,NA,NA,NA,NA,NA,NA,22,500 LB GP (GP-M43/M64),NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,522,1944-01-24
523,37731,1944-01-26,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,3458,ITALY,BELMONTE MEZZAGNO,NA,NA,NA,38.07,13.35,NA,2,NA,NA,NA,NA,NA,NA,4,500 LB GP (GP-M43/M64),NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,523,1944-01-24
524,37736,1944-01-26,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,524,1944-01-24
525,37737,1944-01-26,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9280,ITALY,COLLEFERRO,NA,NA,NA,41.72,13,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,525,1944-01-24
526,37753,1944-01-27,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,1749,ITALY,ATINA,NA,NA,NA,41.62,13.8,NA,42,NA,42,5,NA,NA,NA,84,500 LB GP (GP-M43/M64),NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,526,1944-01-24
527,37755,1944-01-27,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,34189,ITALY,POGGIO MIRTETO,NA,NA,NA,42.25,12.68,NA,36,NA,36,NA,NA,NA,NA,72,500 LB GP (GP-M43/M64),NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,527,1944-01-24
528,37771,1944-01-27,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9003,ITALY,CIAMPINO,NA,NA,NA,41.8,12.6,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,528,1944-01-24
529,37772,1944-01-27,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8308,ITALY,CECCHINI,NA,NA,NA,41.9,12.47,NA,10,NA,NA,NA,NA,NA,NA,20,500 LB GP (GP-M43/M64),NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,529,1944-01-24
530,37775,1944-01-27,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,7518,ITALY,CAPISTRELLO,NA,NA,NA,41.97,13.38,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,530,1944-01-24
531,37776,1944-01-27,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,33623,ITALY,PIEDIMONTE,NA,NA,NA,41.35,14.38,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,531,1944-01-24
532,37777,1944-01-27,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,1602,ITALY,ARTENA,NA,NA,NA,41.72,12.92,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,532,1944-01-24
533,38052,1944-01-28,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,2178,ITALY,AVEZZANO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,42.03,13.43,NA,56,NA,56,4,2,NA,NA,112,500 LB GP (GP-M43/M64),NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,533,1944-01-24
534,38054,1944-01-28,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9063,ITALY,CIVITA CASTELLANA,NA,NA,NA,42.27,12.4,NA,39,NA,39,NA,5,NA,NA,78,500 LB GP (GP-M43/M64),NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,534,1944-01-24
535,38061,1944-01-28,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,42882,ITALY,TERELLE,NA,NA,NA,41.63,13.37,NA,11,NA,NA,NA,NA,NA,NA,22,500 LB GP (GP-M43/M64),NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,535,1944-01-24
536,38064,1944-01-28,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,36829,ITALY,ROME,NA,NA,NA,41.9,12.47,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,536,1944-01-24
537,38065,1944-01-28,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,44672,ITALY,VALMONTONE,NA,NA,NA,41.77,12.95,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,537,1944-01-24
538,38068,1944-01-28,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,538,1944-01-24
539,38349,1944-01-29,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9035,ITALY,CISTERNA DI ROMA,NA,NA,NA,41.57,12.83,NA,49,NA,49,NA,6,NA,NA,98,500 LB GP (GP-M43/M64),NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,539,1944-01-24
540,38352,1944-01-29,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8364,ITALY,CEPRANO,NA,NA,NA,41.55,13.53,NA,36,NA,36,2,2,NA,NA,72,500 LB GP (GP-M43/M64),NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,540,1944-01-24
541,38359,1944-01-29,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,36829,ITALY,ROME,NA,NA,NA,41.9,12.47,NA,11,NA,NA,NA,NA,NA,NA,22,500 LB GP (GP-M43/M64),NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,541,1944-01-24
542,38363,1944-01-29,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,14717,ITALY,FRASCATI,NA,NA,NA,41.07,12.67,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,542,1944-01-24
543,38364,1944-01-29,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,14717,ITALY,FRASCATI,NA,NA,NA,41.07,12.67,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,543,1944-01-24
544,38365,1944-01-29,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,381,ITALY,ALBANO,NA,NA,NA,41.72,12.63,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,544,1944-01-24
545,38370,1944-01-29,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,545,1944-01-24
546,38917,1944-01-30,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,40560,ITALY,SORA,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.7,13.62,NA,9,NA,9,NA,3,NA,NA,18,500 LB GP (GP-M43/M64),NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,546,1944-01-24
547,39297,1944-01-31,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,35052,ITALY,PRIVERNO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,42,13,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,547,1944-01-31
548,39298,1944-01-31,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,548,1944-01-31
549,39299,1944-01-31,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,4871,ITALY,BOLSENA,NA,ARMAMENT AND ORDNANCE PLANTS,NA,42.58,11.92,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,549,1944-01-31
550,39553,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,34189,ITALY,POGGIO MIRTETO,NA,NA,NA,42.25,12.68,NA,14,NA,14,NA,16,NA,NA,28,500 LB GP (GP-M43/M64),NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,550,NA
551,39566,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,13381,ITALY,FABRICA DI ROMA,NA,NA,NA,42.3,12.3,NA,32,NA,32,3,12,NA,NA,64,500 LB GP (GP-M43/M64),NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,551,NA
552,39578,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,32826,ITALY,PALESTRINA,NA,NA,NA,41.82,12.92,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,552,NA
553,39581,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,42371,ITALY,SUBIACO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.93,13.1,NA,6,NA,NA,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,553,NA
554,39843,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9035,ITALY,CISTERNA DI ROMA,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.57,12.83,NA,0,NA,NA,NA,8,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,554,NA
555,40167,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,45136,ITALY,VETRALLO,NA,NA,NA,42.32,12.07,NA,0,NA,NA,NA,12,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,555,NA
556,40388,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,21,NA,42,4,NA,NA,NA,42,500 LB GP (GP-M43/M64),NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,556,NA
557,40389,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,45136,ITALY,VETRALLO,NA,NA,NA,42.32,12.07,NA,21,NA,42,1,2,NA,NA,42,500 LB GP (GP-M43/M64),NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,557,NA
558,40400,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,44833,ITALY,VELLETRI,NA,NA,NA,41.68,12.78,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,558,NA
559,40601,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,8308,ITALY,CECCHINI,NA,NA,NA,41.9,12.47,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,559,NA
560,40602,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,23647,ITALY,LANUVIO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.68,12.7,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,560,NA
561,40603,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,45320,ITALY,VILLA SANTA LUCIA,NA,NA,NA,41.52,13.77,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,561,NA
562,40943,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,381,ITALY,ALBANO,NA,NA,NA,41.72,12.63,NA,38,NA,38,1,2,NA,NA,76,500 LB GP (GP-M43/M64),NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,562,NA
563,40949,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,9035,ITALY,CISTERNA DI ROMA,NA,NA,NA,41.57,12.83,NA,24,NA,24,1,4,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,563,NA
564,40964,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,14717,ITALY,FRASCATI,NA,NA,NA,41.07,12.67,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,564,NA
565,41254,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,45320,ITALY,VILLA SANTA LUCIA,NA,NA,NA,41.52,13.77,NA,23,NA,23,NA,1,NA,NA,46,500 LB GP (GP-M43/M64),NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,565,NA
566,41255,NA,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,28843,ITALY,MONTEROTONDO,NA,NA,NA,42.05,12.6,NA,16,NA,16,1,NA,NA,NA,32,500 LB GP (GP-M43/M64),NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,566,NA
