,Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Callsign,Mission Type,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target ID,TargetCountry,Target City,Target Type,Target Industry,Target Priority,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,Attacking Aircraft,Bombing Aircraft,Aircraft Returned,Aircraft Failed,Aircraft Damaged,Aircraft Lost,High Explosives,High Explosives Type,High Explosives Weight (Pounds),High Explosives Weight (Tons),Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight (Pounds),Incendiary Devices Weight (Tons),Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight (Pounds),Fragmentation Devices Weight (Tons),Total Weight (Pounds),Total Weight (Tons),Time Over Target,Bomb Damage Assessment,Source ID,id,start_week
1,1,1943-08-15,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,40675,ITALY,SPADAFORA,NA,NA,NA,38.22,15.37,NA,20,NA,20,NA,NA,NA,NA,40,500 LB GP (GP-M43/M64),NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,1,1943-08-09
2,3,1943-08-15,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,18,NA,36,NA,NA,NA,NA,36,500 LB GP (GP-M43/M64),NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,2,1943-08-09
3,4,1943-08-15,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,16140,ITALY,GIOJA TAURO,NA,NA,NA,38.43,15.9,NA,15,NA,15,NA,1,NA,NA,30,500 LB GP (GP-M43/M64),NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,3,1943-08-09
4,9,1943-08-15,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,39469,ITALY,SCILLA,NA,NA,NA,38.23,15.72,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4,1943-08-09
5,10,1943-08-15,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,16140,ITALY,GIOJA TAURO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,38.43,15.9,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,5,1943-08-09
6,96,1943-08-16,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,45319,ITALY,VILLA SAN GIOVANNI,NA,NA,NA,38.2,15.65,NA,32,NA,32,NA,NA,NA,NA,64,500 LB GP (GP-M43/M64),NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,6,1943-08-16
7,302,1943-08-16,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,4,NA,8,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,7,1943-08-16
8,645,1943-08-17,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,8,NA,16,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,8,1943-08-16
9,646,1943-08-17,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,23248,ITALY,LA SPEZIA,NA,NA,NA,44.1,9.83,NA,6,NA,12,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,9,1943-08-16
10,647,1943-08-17,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,23430,ITALY,LAMEZIA,NA,NA,NA,38.92,16.25,NA,6,NA,12,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,10,1943-08-16
11,997,1943-08-18,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,2423,ITALY,BAGNARA,NA,NA,NA,38.27,15.8,NA,12,NA,12,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,11,1943-08-16
12,998,1943-08-18,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,38595,ITALY,SCALEA,NA,NA,NA,39.85,15.78,NA,12,NA,24,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,12,1943-08-16
13,1000,1943-08-18,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,41850,ITALY,STEFANO,NA,NA,NA,40.78,13.43,NA,6,NA,12,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,13,1943-08-16
14,1204,1943-08-18,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,30619,ITALY,NICASTRO,NA,NA,NA,38.97,16.3,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,14,1943-08-16
15,1205,1943-08-18,MTO,GREAT BRITAIN,RAF,240 WG,HALI,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,CROTONE,NA,NA,NA,39.08,17.13,NA,16,16,16,NA,NA,NA,1,0,500 LB GP (GP-M43/M64),NA,NA,810,4 LB INCENDIARY,NA,NA,NA,NA,NA,0,NA,61.62,NA,NA,698405,15,1943-08-16
16,1237,1943-08-19,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,8220,ITALY,CATANZARO,NA,NA,NA,38.9,16.62,NA,16,NA,32,NA,NA,NA,NA,32,500 LB GP (GP-M43/M64),NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,16,1943-08-16
17,1238,1943-08-19,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,NA,NA,23,NA,1,NA,NA,23,500 LB GP (GP-M43/M64),NA,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,NA,NA,17,1943-08-16
18,1557,1943-08-20,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,16,NA,32,NA,NA,NA,NA,32,500 LB GP (GP-M43/M64),NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,18,1943-08-16
19,1591,1943-08-21,MTO,GREAT BRITAIN,RAF,240 WG,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,CROTONE,NA,NA,NA,39.08,17.13,NA,17,16,16,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,NA,840,4 LB INCENDIARY,NA,NA,NA,NA,NA,0,NA,65.68,NA,NA,698407,19,1943-08-16
20,1839,1943-08-22,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,37808,ITALY,SALERNO,NA,NA,NA,40.67,14.73,NA,22,NA,44,NA,10,NA,NA,44,500 LB GP (GP-M43/M64),NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,20,1943-08-16
21,1887,1943-08-23,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,2889,ITALY,BATTIPAGLIA,NA,NA,NA,40.62,14.97,NA,12,NA,24,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,21,1943-08-23
22,1888,1943-08-23,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,2889,ITALY,BATTIPAGLIA,NA,NA,NA,40.62,14.97,NA,6,NA,12,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,22,1943-08-23
23,1889,1943-08-23,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,11847,ITALY,EBOLI,NA,NA,NA,40.6,15.07,NA,6,NA,12,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,23,1943-08-23
24,2140,1943-08-24,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,8213,ITALY,CASTROVILLARI,NA,NA,NA,39.8,16.2,NA,16,NA,32,NA,12,NA,NA,32,500 LB GP (GP-M43/M64),NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,24,1943-08-23
25,2141,1943-08-24,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,40038,ITALY,SIBARI,NA,NA,NA,39.78,16.47,NA,12,NA,24,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,25,1943-08-23
26,2143,1943-08-24,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,38357,ITALY,SAPRI,NA,NA,NA,40.07,15.63,NA,8,NA,16,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,26,1943-08-23
27,2145,1943-08-24,MTO,USA,12 AF,27 FBG/86 FBG,A36,NA,NA,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,38357,ITALY,SAPRI,NA,NA,NA,40.07,15.63,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,27,1943-08-23
28,2146,1943-08-24,MTO,GREAT BRITAIN,RAF,240 WG,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,CROTONE,NA,NA,NA,39.08,17.13,NA,17,17,17,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,NA,95,FLARES,NA,0,NA,NA,NA,0,NA,39.75,NA,NA,698408,28,1943-08-23
29,2772,1943-08-27,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,40038,ITALY,SIBARI,NA,NA,NA,39.78,16.47,NA,28,NA,28,NA,NA,NA,NA,56,500 LB GP (GP-M43/M64),NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,29,1943-08-23
30,2774,1943-08-27,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,33007,ITALY,PAOLA,NA,NA,NA,39.35,16.05,NA,16,NA,16,NA,NA,NA,NA,32,500 LB GP (GP-M43/M64),NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,30,1943-08-23
31,2775,1943-08-27,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,40038,ITALY,SIBARI,NA,NA,NA,39.78,16.47,NA,12,NA,12,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,31,1943-08-23
32,2776,1943-08-27,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,7801,ITALY,CASERTA,NA,NA,NA,41.07,14.33,NA,8,NA,16,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,32,1943-08-23
33,2781,1943-08-27,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,8458,ITALY,CETRARO,NA,NA,NA,39.5,15.93,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,33,1943-08-23
34,2782,1943-08-27,MTO,GREAT BRITAIN,RAF,240 WG,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,CROTONE,NA,NA,NA,39.08,17.13,NA,17,15,15,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,NA,97,FLARES,NA,0,NA,NA,NA,0,NA,37,NA,NA,698409,34,1943-08-23
35,3095,1943-08-28,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,8220,ITALY,CATANZARO,NA,NA,NA,38.9,16.62,NA,48,NA,48,NA,NA,NA,NA,96,500 LB GP (GP-M43/M64),NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,35,1943-08-23
36,3097,1943-08-28,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,8220,ITALY,CATANZARO,NA,NA,NA,38.9,16.62,NA,28,NA,28,NA,NA,NA,NA,56,500 LB GP (GP-M43/M64),NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,36,1943-08-23
37,3100,1943-08-28,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,12,NA,12,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,37,1943-08-23
38,3201,1943-08-28,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,12,NA,12,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,38,1943-08-23
39,3202,1943-08-28,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,2171,ITALY,AVERSA,NA,NA,NA,40.97,16.18,NA,6,NA,12,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,39,1943-08-23
40,3205,1943-08-28,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,8213,ITALY,CASTROVILLARI,NA,NA,NA,39.8,16.2,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,40,1943-08-23
41,3206,1943-08-28,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,8213,ITALY,CASTROVILLARI,NA,NA,NA,39.8,16.2,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,41,1943-08-23
42,3283,1943-08-29,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,12,NA,12,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,42,1943-08-23
43,3284,1943-08-29,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,1185,ITALY,ANGITOLA RIVER,NA,NA,NA,38.75,16.17,NA,12,NA,12,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,43,1943-08-23
44,3286,1943-08-29,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,43511,ITALY,TORRE ANNUNZIATA,NA,NA,NA,40.77,14.43,NA,6,NA,12,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,44,1943-08-23
45,3529,1943-08-30,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,38357,ITALY,SAPRI,NA,NA,NA,40.07,15.63,NA,24,NA,24,NA,NA,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,45,1943-08-30
46,3530,1943-08-30,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,23430,ITALY,LAMEZIA,NA,NA,NA,38.92,16.25,NA,20,NA,20,NA,NA,NA,NA,40,500 LB GP (GP-M43/M64),NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,46,1943-08-30
47,3535,1943-08-30,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,8220,ITALY,CATANZARO,NA,NA,NA,38.9,16.62,NA,16,NA,16,NA,NA,NA,NA,32,500 LB GP (GP-M43/M64),NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,47,1943-08-30
48,3730,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,PORETTA AIRFIELD,ITALY,42.55,9.484722,13367,ITALY,FABA SABINA,NA,NA,NA,42.2,12.72,NA,4,NA,8,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,48,NA
49,3809,1943-08-31,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,24,NA,24,NA,NA,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,49,1943-08-30
50,3810,1943-08-31,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,8458,ITALY,CETRARO,NA,NA,NA,39.5,15.93,NA,24,NA,24,NA,NA,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,50,1943-08-30
51,3811,1943-08-31,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,38357,ITALY,SAPRI,NA,ARMAMENT AND ORDNANCE PLANTS,NA,40.07,15.63,NA,23,NA,23,NA,1,NA,NA,46,500 LB GP (GP-M43/M64),NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,51,1943-08-30
52,3819,1943-08-31,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,38357,ITALY,SAPRI,NA,NA,NA,40.07,15.63,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,52,1943-08-30
53,3820,1943-08-31,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,8458,ITALY,CETRARO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,39.5,15.93,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,53,1943-08-30
54,3821,1943-08-31,MTO,GREAT BRITAIN,RAF,240 WG,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,GROTTAGLIE,NA,NA,NA,40.53,17.42,NA,17,17,17,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,6,NA,NA,698617,54,1943-08-30
55,4148,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,ARMAMENT AND ORDNANCE PLANTS,NA,39.27,16.25,NA,20,NA,20,NA,NA,NA,NA,40,500 LB GP (GP-M43/M64),NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,55,NA
56,4157,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,7581,ITALY,CAPUA,NA,NA,NA,41.1,14.2,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56,NA
57,4406,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,30619,ITALY,NICASTRO,NA,NA,NA,38.97,16.3,NA,26,NA,26,NA,NA,NA,NA,52,500 LB GP (GP-M43/M64),NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,57,NA
58,4409,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,23430,ITALY,LAMEZIA,NA,NA,NA,38.92,16.25,NA,16,NA,16,NA,NA,NA,NA,32,500 LB GP (GP-M43/M64),NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,58,NA
59,4410,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,8220,ITALY,CATANZARO,NA,NA,NA,38.9,16.62,NA,15,NA,15,NA,NA,NA,NA,30,500 LB GP (GP-M43/M64),NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,59,NA
60,4732,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,8,NA,8,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,60,NA
61,4733,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,26630,ITALY,MARINA DI CATANZARO,NA,NA,NA,40.83,16.23,NA,6,NA,12,NA,NA,NA,NA,12,500 LB GP (GP-M43/M64),NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,61,NA
62,4739,NA,MTO,GREAT BRITAIN,RAF,240 WG,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,GROTTAGLIE,NA,NA,NA,40.53,17.42,NA,19,18,18,NA,NA,NA,1,0,500 LB GP (GP-M43/M64),NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,36,NA,NA,698618,62,NA
63,5064,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,48,NA,48,NA,1,NA,NA,96,500 LB GP (GP-M43/M64),NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,63,NA
64,5071,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,12,NA,12,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,64,NA
65,5928,NA,MTO,GREAT BRITAIN,RAF,240 WG,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,MANDURIA,NA,NA,NA,40.4,17.63,NA,18,17,17,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,25.75,NA,NA,698768,65,NA
66,7314,1943-09-10,MTO,GREAT BRITAIN,RAF,240 WG,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,POTENZA,NA,NA,NA,40.63,15.8,NA,13,13,13,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,24,NA,NA,699079,66,1943-09-06
67,7658,1943-09-12,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,38,NA,38,NA,8,NA,NA,76,500 LB GP (GP-M43/M64),NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,67,1943-09-06
68,7659,1943-09-12,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,38357,ITALY,SAPRI,NA,NA,NA,40.07,15.63,NA,32,NA,32,NA,NA,NA,NA,64,500 LB GP (GP-M43/M64),NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,68,1943-09-06
69,7661,1943-09-12,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,23,NA,23,NA,3,NA,NA,46,500 LB GP (GP-M43/M64),NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,69,1943-09-06
